asset_id,runtime_sha256,review_decision,semantic_fit,text_policy,admission_scope,review_note
"ui.art19.button.dark","99DCED078AC8D2DBE127689D8005715F2878185B14884355BCBC4F471FD06A1C","visual_reviewed_existing_runtime","fit","text_free","existing_consumer_only","Contact-sheet review confirms semantic and visual fit for the declared existing consumer; this is not a new Base promotion."
"ui.art19.button.confirm","E245F3D25671EAB9C11A437933FB7C8A8D79F5F2129962273AEDBB6A3E2D7873","visual_reviewed_restricted_baked_text","fit_but_static_text","baked_player_text","reference_or_rollback_only","Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI."
"ui.art19.button.selected_tab","E051CF0398847504F69B14E18C65430F81CD9FA50DF712352E85BA169D25BBA0","visual_reviewed_restricted_baked_text","fit_but_static_text","baked_player_text","reference_or_rollback_only","Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI."
"ui.art19.map64.chest","57D63A7C4CB7CAB747DC7C18F99AFC8EBD5D2C885712EAD7774553ECEB16EAF5","visual_reviewed_existing_runtime","fit","text_free","existing_consumer_only","Contact-sheet review confirms semantic and visual fit for the declared existing consumer; this is not a new Base promotion."
"ui.art19.map64.exit","19D5A2AEA1E8354E702B2A1741DA815389372414DDEFF99313FACA230310F7F9","visual_reviewed_existing_runtime","fit","text_free","existing_consumer_only","Contact-sheet review confirms semantic and visual fit for the declared existing consumer; this is not a new Base promotion."
"ui.art19.map64.explored","3869461FBEF3CDEB66F16FA874610306C0E9E0C836E523022B33E526A743DD6B","visual_reviewed_existing_runtime","fit","text_free","existing_consumer_only","Contact-sheet review confirms semantic and visual fit for the declared existing consumer; this is not a new Base promotion."
"ui.art19.map64.mine","F76605DFA2FA2B691DE2255FD9849C47C7198C4172A974C42A7DD6BD9A638A8F","visual_reviewed_existing_runtime","fit","text_free","existing_consumer_only","Contact-sheet review confirms semantic and visual fit for the declared existing consumer; this is not a new Base promotion."
"ui.art19.map64.player","8C9E5FEF07B3727023AB6B382DA488AF2E5B8F43C565B22D5CE425C70575F836","visual_reviewed_existing_runtime","fit","text_free","existing_consumer_only","Contact-sheet review confirms semantic and visual fit for the declared existing consumer; this is not a new Base promotion."
"ui.art19.map64.scanned","53ED5AFB260BA5ED3603F27C7D697CB71D44C79B68FF105BBEBED70D9752CB32","visual_reviewed_existing_runtime","fit","text_free","existing_consumer_only","Contact-sheet review confirms semantic and visual fit for the declared existing consumer; this is not a new Base promotion."
"ui.art19.map64.unknown","80CD787F8E0E0B306712A7B58C83100481C710B380D5EC38D2BB14517661566A","visual_reviewed_existing_runtime","fit","text_free","existing_consumer_only","Contact-sheet review confirms semantic and visual fit for the declared existing consumer; this is not a new Base promotion."
"ui.art19.panel.deploy_main","222F475C981FA20063686E3BA1C203A46E04B9B2DBE6C6CDD1C4B5827E9EF525","visual_reviewed_existing_runtime","fit","text_free","existing_consumer_only","Contact-sheet review confirms semantic and visual fit for the declared existing consumer; this is not a new Base promotion."
"ui.art19.panel.deploy_summary","6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75","visual_reviewed_existing_runtime","fit","text_free","existing_consumer_only","Contact-sheet review confirms semantic and visual fit for the declared existing consumer; this is not a new Base promotion."
"ui.art19.panel.frame_highlight","6A7B4D2BBC7A87236B11F52BEAA8568477428D86A288D987949EC11F1B5DD95D","visual_reviewed_existing_runtime","fit","text_free","existing_consumer_only","Contact-sheet review confirms semantic and visual fit for the declared existing consumer; this is not a new Base promotion."
"ui.art19.panel.terminal_main","4BB57AC94C797BE82FD9B03B1EB708D87E3FE6CD014AF898A059486DCA6EACBC","visual_reviewed_existing_runtime","fit","text_free","existing_consumer_only","Contact-sheet review confirms semantic and visual fit for the declared existing consumer; this is not a new Base promotion."
"ui.art20.deploy.icon.consumable.medkit","299DBA040724779167760A179AD82B307A6801D67064BFFF1B29044572F6A098","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.art20.deploy.icon.consumable.syringe","02EE662BC4F0D4E6B3FDE8C42372449C20F9410CCC54B515209876BAA823E356","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.art20.deploy.icon.equipment.flashlight","54F22EC3F62C8AA997EAF7FD7FC293FC31C72119D48CB253342DC979CD20FFB7","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.art20.deploy.icon.equipment.goggles","BFA0E7155CB95526F3BFC41E3CED30A35F442B26AA765770626848EE9B9BBEAC","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.art20.deploy.icon.armor","46AB54EE9D6EB956109F08922F4D49ACAEC4F47EF264EBD8C13E2BFDFF68B6C0","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.art20.deploy.icon.backpack","3A8096B7239B7BA9E2470977603D66D850A08B3565DF463B5A492071A681DB60","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.art20.deploy.icon.bandage","379A5FF323D78C2766993C24FC262BADCF10D008E4EB995821367BF7BE921D02","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.art20.deploy.icon.compass","9F2B1F9882C1D3E4C76DEAC5FBFF5A4158831DB6D6FCCF9F9AC1899FC31B700B","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.art20.main_menu.background.base_hall","467F4977B198F418D5FF2701F62147BB6AF09EA99AC3F15B7FED1638A8A04BA8","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.art20.keycap.e.normal","EA61B99A9DFA5005C60F3C9E560DA160008287A06D711CC3B9B1159BFE4A0EF8","visual_reviewed_restricted_input_glyph","fit_but_input_specific","baked_keyboard_or_arrow","reference_or_keyboard_fallback_only","Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
"ui.art20.keycap.esc.normal","EA00A6485DC0CE6D4810B9AE82E337FF1830F9E41CA83C51482D54B542864B6E","visual_reviewed_restricted_input_glyph","fit_but_input_specific","baked_keyboard_or_arrow","reference_or_keyboard_fallback_only","Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
"ui.art20.keycap.f.normal","80ADE6B6EC07BF9DAED6AD7E44DB57383EE5D8755449376F3F6BA7DE3B3D13FA","visual_reviewed_restricted_input_glyph","fit_but_input_specific","baked_keyboard_or_arrow","reference_or_keyboard_fallback_only","Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
"ui.art20.keycap.m.normal","19CD308A72911C7B2295E60E35489405A798ADB8AE38F1D89E9D5E676FAAEB94","visual_reviewed_restricted_input_glyph","fit_but_input_specific","baked_keyboard_or_arrow","reference_or_keyboard_fallback_only","Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
"ui.art20.keycap.q.normal","EB16446D72FCAE87E18C95463994384CBAC2D6C093964B6A3CCB5F93BA15D991","visual_reviewed_restricted_input_glyph","fit_but_input_specific","baked_keyboard_or_arrow","reference_or_keyboard_fallback_only","Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
"ui.art20.keycap.t.normal","03D0AC080295A209DA0B1918A50BB238DC74183E91B8F6CC24AFC836F854942C","visual_reviewed_restricted_input_glyph","fit_but_input_specific","baked_keyboard_or_arrow","reference_or_keyboard_fallback_only","Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
"ui.deploy.button.back_main","5426CBCF75284BDE97B98A0E1677C9E78F349DCC6C78224F8E6441343BD0A3E2","visual_reviewed_restricted_baked_text","fit_but_static_text","baked_player_text","reference_or_rollback_only","Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI."
"ui.deploy.button.confirm_deploy_large","E245F3D25671EAB9C11A437933FB7C8A8D79F5F2129962273AEDBB6A3E2D7873","visual_reviewed_restricted_baked_text","fit_but_static_text","baked_player_text","reference_or_rollback_only","Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI."
"ui.deploy.button.nav_loadout","55B1B40BBC90B97A1C8FD6F0DAB23476EBCDB0E741748844A8D63F1670E0B74B","visual_reviewed_restricted_baked_text","fit_but_static_text","baked_player_text","reference_or_rollback_only","Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI."
"ui.deploy.button.nav_recovery","578B1A0498EB34C117F45D78DE7A47DBFA604D2705B953E46940F4317302F02A","visual_reviewed_restricted_baked_text","fit_but_static_text","baked_player_text","reference_or_rollback_only","Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI."
"ui.deploy.button.nav_requisition","7C55CD1AE2789842C4D079A7B618E84A165AD72267612A3B8642037B3C1A4C8B","visual_reviewed_restricted_baked_text","fit_but_static_text","baked_player_text","reference_or_rollback_only","Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI."
"ui.deploy.button.nav_talent_selected","E051CF0398847504F69B14E18C65430F81CD9FA50DF712352E85BA169D25BBA0","visual_reviewed_restricted_baked_text","fit_but_static_text","baked_player_text","reference_or_rollback_only","Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI."
"ui.deploy.button.nav_warehouse","28EAA56504E1F7EA3136BE8AD7478357E03C4E6C28AEB27D67C011CCE416951E","visual_reviewed_restricted_baked_text","fit_but_static_text","baked_player_text","reference_or_rollback_only","Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI."
"ui.deploy.button.key_or_arrow_small_button","8A70EF18582AA3D98BD6CA8E32D3790F2F169EA3F0EE43ACACC23F5A89471497","visual_reviewed_restricted_input_glyph","fit_but_input_specific","baked_keyboard_or_arrow","reference_or_keyboard_fallback_only","Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
"ui.deploy.icon.armor","29F71E2E65B31F0D3C1F0B6775482351C4837148E4D1773FAC4CB35127DC58F4","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.deploy.icon.backpack","B247A2ABA7509D1797376B95136A2D7155D13CC8470EE7233ACF450EFA5A7413","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.deploy.icon.bandage","8E5B26EB543E59A1B7D09BCDCC74803D1674BA4D3487C7FB10EE131FA5C18FE9","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.deploy.icon.compass","016D4065BFBE7CA6406816F6BBA786C31F9D8CC2EACDD637A5257B822582E285","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.deploy.panel.frame_highlight","6A7B4D2BBC7A87236B11F52BEAA8568477428D86A288D987949EC11F1B5DD95D","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.deploy.panel.deploy_main_blank","222F475C981FA20063686E3BA1C203A46E04B9B2DBE6C6CDD1C4B5827E9EF525","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.deploy.panel.deploy_summary_blank","6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.feedback.bar.dark","DDE95EBD216C273230DE0E2776F445AE97D38B4C370FC2C4765AC24CFC468558","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.feedback.bar.red","9BCB1E8E1C1B03E453F668B839ED44A85C61B702E04A1EE8348FB4B90163A22E","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.feedback.event_prompt","8906431A8F3615D15F824594CECE0BEC3AA9070CEB534885D614D8673C1FF958","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.icon.jinbi_icon","E6ED6B95506EF88CB28E54E4256737D5BEC22396F1B47B9863029E145962D08E","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.icon.xuetiao_tianchong","2B1F1E10F40A7E125C8A056C9F03CA089CC7666587A6B803FA9354E9336AB3E8","visual_reviewed_semantic_mismatch","mismatch","text_free","quarantined_reference","The image is a gear icon while the manifest name claims a health-bar fill; do not wire it until the semantic identity is corrected by a separate promotion decision."
"ui.key_prompt.e","819C31BC1070AC5C9832EEA32605584BC6D835ED952A40371AEC308F2379455A","visual_reviewed_restricted_input_glyph","fit_but_input_specific","baked_keyboard_or_arrow","reference_or_keyboard_fallback_only","Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
"ui.key_prompt.esc","9A9A580FE1A1FB7268A905FA1E04B12576048D1D963CBB02F097E41B821E4EAB","visual_reviewed_restricted_input_glyph","fit_but_input_specific","baked_keyboard_or_arrow","reference_or_keyboard_fallback_only","Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
"ui.key_prompt.f","EC188529DC43CB042E9EAFF489FBDFDD4B300B046B066FC666D2C4878DF98D87","visual_reviewed_restricted_input_glyph","fit_but_input_specific","baked_keyboard_or_arrow","reference_or_keyboard_fallback_only","Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
"ui.key_prompt.m","18E737B8021ED01216132B95494A0CB7D83D71D006CC3C87AA83B103140F1FCD","visual_reviewed_restricted_input_glyph","fit_but_input_specific","baked_keyboard_or_arrow","reference_or_keyboard_fallback_only","Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
"ui.key_prompt.q","099706289B700AEBAF7B6B679E26B2D7D8414FD624B2C7673378629582A79682","visual_reviewed_restricted_input_glyph","fit_but_input_specific","baked_keyboard_or_arrow","reference_or_keyboard_fallback_only","Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
"ui.key_prompt.t","49AC601D40A4E14B5F76E5906F573C444C0A6D36EACA013B60B1B74C81DD3D47","visual_reviewed_restricted_input_glyph","fit_but_input_specific","baked_keyboard_or_arrow","reference_or_keyboard_fallback_only","Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
"ui.main_menu.background.no_text","AC521358BBEFB53300C41E9B562D0610C707948DE891650B34CD037D572E4313","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.panel.terminal_main","4BB57AC94C797BE82FD9B03B1EB708D87E3FE6CD014AF898A059486DCA6EACBC","visual_reviewed_staging_reference","visually_coherent_unproven_consumer","mixed_or_text_free","staging_reference_not_admitted","Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
"ui.result.title.extract_confirm","2565A06EE73395F5A5793E7BC3E1B60D67BA6C05952AE81343AB4914F332F6C7","visual_reviewed_restricted_baked_text","fit_but_static_text","baked_player_text","reference_or_rollback_only","Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI."
"ui.result.title.extraction_success","1ABBA3B9687D6B5EE553CD201FF6D24C2868A8463AC9AACACBE3DD13815A3951","visual_reviewed_restricted_baked_text","fit_but_static_text","baked_player_text","reference_or_rollback_only","Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI."
"ui.result.title.signal_lost","05346CDB918B7956130B95532F5B98EC86E9A4FEE792E36176AC5BCC50F67643","visual_reviewed_restricted_baked_text","fit_but_static_text","baked_player_text","reference_or_rollback_only","Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI."
